eventVersion,eventDate,eventTimeonDay,Combined
1.08,2023-07-06,21:03:04,"ssm.amazonaws.com,SendCommand,-,198.102.159.146,stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38,nan,nan,b18b9d05-3501-4139-b91d-aa163d372e82,AWS-RunShellScript,$DEFAULT,Jul 6, 2023 11:03:04 PM,HIDDEN_DUE_TO_SECURITY_REASONS,['i-0effb0751ef6a778f'],[],Jul 6, 2023 9:03:04 PM,Pending,Pending,us-east-1,50.0,0.0,1.0,0.0,0.0,0.0,[],False,False,3600.0,False,[],[],-,-,False,-,AwsApiCall,True,179704931439,Management,['i-0effb0751ef6a778f'],AWS-RunShellScript,HIDDEN_DUE_TO_SECURITY_REASONS,False,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ssm.us-east-1.amazonaws.com"
1.08,2023-07-06,21:03:03,"ssm.amazonaws.com,UpdateInstanceInformation,-,54.147.33.102,aws-sdk-go/1.41.4 (go1.18.3; linux; amd64) amazon-ssm-agent/,nan,nan,,-,-,False,-,AwsApiCall,True,179704931439,Management,i-0effb0751ef6a778f,3.1.1732.0,Linux,amazon-ssm-agent,-,nan,AssumedRole,AROASTVZ7URXYDYWOAO7D:i-0effb0751ef6a778f,arn:aws:sts::179704931439:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0effb0751ef6a778f,179704931439,ASIASTVZ7URX63TVXRPQ,Role,AROASTVZ7URXYDYWOAO7D,arn:aws:iam::179704931439:role/stratus-red-team-ec2-steal-credentials-role,179704931439.0,stratus-red-team-ec2-steal-credentials-role,2023-07-06T21:01:20Z,False,2.0,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ssm.us-east-1.amazonaws.com"
1.08,2023-07-06,21:03:03,"ssm.amazonaws.com,UpdateInstanceInformation,-,54.147.33.102,aws-sdk-go/1.41.4 (go1.18.3; linux; amd64) amazon-ssm-agent/,nan,nan,,-,-,False,-,AwsApiCall,True,179704931439,Management,i-0effb0751ef6a778f,3.1.1732.0,Linux,amazon-ssm-agent,Active,Amazon Linux,2.0,10.0.1.10,ip-10-0-1-10.ec2.internal,-,nan,AssumedRole,AROASTVZ7URXYDYWOAO7D:i-0effb0751ef6a778f,arn:aws:sts::179704931439:assumed-role/stratus-red-team-ec2-steal-credentials-role/i-0effb0751ef6a778f,179704931439,ASIASTVZ7URX63TVXRPQ,Role,AROASTVZ7URXYDYWOAO7D,arn:aws:iam::179704931439:role/stratus-red-team-ec2-steal-credentials-role,179704931439.0,stratus-red-team-ec2-steal-credentials-role,2023-07-06T21:01:20Z,False,2.0,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ssm.us-east-1.amazonaws.com"
1.08,2023-07-06,21:02:41,"ec2.amazonaws.com,CreateRoute,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,nan,nan,cdb76e47-b06b-4e22-bbb7-346e18fd7fef,True,-,-,False,-,AwsApiCall,True,179704931439,Management,rtb-04267d21463b7eb92,0.0.0.0/0,nat-0fc458eb056db18e5,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
1.08,2023-07-06,21:01:21,"ec2.amazonaws.com,SharedSnapshotVolumeCreated,-,ec2.amazonaws.com,ec2.amazonaws.com,nan,nan,,-,-,False,-,AwsServiceEvent,True,179704931439,Management,,-,snap-0e83092ae538da583,179704931439,-,"
1.08,2023-07-06,21:01:19,"ec2.amazonaws.com,RunInstances,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,nan,nan,d4178943-9096-4b09-b642-1b9e616ee91f,r-0f8ce69e73a441f6f,179704931439.0,[{'instanceId': 'i-0effb0751ef6a778f', 'imageId': 'ami-029eb80bc237bec6f', 'currentInstanceBootMode': 'legacy-bios', 'instanceState': {'code': 0, 'name': 'pending'}, 'privateDnsName': 'ip-10-0-1-10.ec2.internal', 'amiLaunchIndex': 0, 'productCodes': {}, 'instanceType': 't3.micro', 'launchTime': 1688677279000, 'placement': {'availabilityZone': 'us-east-1a', 'tenancy': 'default'}, 'monitoring': {'state': 'disabled'}, 'subnetId': 'subnet-04bda1b4a4394314d', 'vpcId': 'vpc-0cf8bca1a195c29b3', 'privateIpAddress': '10.0.1.10', 'stateReason': {'code': 'pending', 'message': 'pending'}, 'architecture': 'x86_64', 'rootDeviceType': 'ebs', 'rootDeviceName': '/dev/xvda', 'blockDeviceMapping': {}, 'virtualizationType': 'hvm', 'hypervisor': 'xen', 'tagSet': {'items': [{'key': 'StratusRedTeam', 'value': 'true'}]}, 'clientToken': 'A90FD2D0-63F9-4FE2-ABC3-4A927EDA9EBD', 'groupSet': {'items': [{'groupId': 'sg-056cb266e40c80cd7'}]}, 'sourceDestCheck': True, 'networkInterfaceSet': {'items': [{'networkInterfaceId': 'eni-0a3e742c6cd83a5a7', 'subnetId': 'subnet-04bda1b4a4394314d', 'vpcId': 'vpc-0cf8bca1a195c29b3', 'ownerId': '179704931439', 'status': 'in-use', 'macAddress': '0e:f9:61:95:af:25', 'privateIpAddress': '10.0.1.10', 'sourceDestCheck': True, 'interfaceType': 'interface', 'groupSet': {'items': [{'groupId': 'sg-056cb266e40c80cd7'}]}, 'attachment': {'attachmentId': 'eni-attach-09021f87647d98b2d', 'deviceIndex': 0, 'networkCardIndex': 0, 'status': 'attaching', 'attachTime': 1688677279000, 'deleteOnTermination': False}, 'privateIpAddressesSet': {'item': [{'privateIpAddress': '10.0.1.10', 'primary': True}]}, 'ipv6AddressesSet': {}, 'tagSet': {}}]}, 'iamInstanceProfile': {'arn': 'arn:aws:iam::179704931439:instance-profile/stratus-red-team-ec2-steal-credentials-instance', 'id': 'AIPASTVZ7URX6K3UZFKFO'}, 'ebsOptimized': False, 'enaSupport': True, 'cpuOptions': {'coreCount': 1, 'threadsPerCore': 2}, 'capacityReservationSpecification': {'capacityReservationPreference': 'open'}, 'hibernationOptions': {'configured': False}, 'enclaveOptions': {'enabled': False}, 'metadataOptions': {'state': 'pending', 'httpTokens': 'optional', 'httpPutResponseHopLimit': 1, 'httpEndpoint': 'enabled', 'httpProtocolIpv4': 'enabled', 'httpProtocolIpv6': 'disabled', 'instanceMetadataTags': 'disabled'}, 'maintenanceOptions': {'autoRecovery': 'default'}, 'privateDnsNameOptions': {'hostnameType': 'ip-name', 'enableResourceNameDnsARecord': False, 'enableResourceNameDnsAAAARecord': False}}],-,-,False,-,AwsApiCall,True,179704931439,Management,[{'imageId': 'ami-029eb80bc237bec6f', 'minCount': 1, 'maxCount': 1}],t3.micro,False,False,False,A90FD2D0-63F9-4FE2-ABC3-4A927EDA9EBD,[{'networkInterfaceId': 'eni-0a3e742c6cd83a5a7', 'deviceIndex': 0, 'deleteOnTermination': False}],stratus-red-team-ec2-steal-credentials-instance,False,[{'resourceType': 'instance', 'tags': [{'key': 'StratusRedTeam', 'value': 'true'}]}],unlimited,False,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
1.08,2023-07-06,21:01:16,"ec2.amazonaws.com,RunInstances,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,Client.InvalidParameterValue,Value (stratus-red-team-ec2-steal-credentials-instance) for parameter iamInstanceProfile.name is invalid. Invalid IAM Instance Profile name,,-,-,False,-,AwsApiCall,True,179704931439,Management,[{'imageId': 'ami-029eb80bc237bec6f', 'minCount': 1, 'maxCount': 1}],t3.micro,False,False,False,69198E0C-D6C8-4318-8354-82929D4FB011,[{'networkInterfaceId': 'eni-0a3e742c6cd83a5a7', 'deviceIndex': 0, 'deleteOnTermination': False}],stratus-red-team-ec2-steal-credentials-instance,False,[{'resourceType': 'instance', 'tags': [{'key': 'StratusRedTeam', 'value': 'true'}]}],unlimited,False,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
1.08,2023-07-06,21:01:15,"ec2.amazonaws.com,RunInstances,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,Client.InvalidParameterValue,Value (stratus-red-team-ec2-steal-credentials-instance) for parameter iamInstanceProfile.name is invalid. Invalid IAM Instance Profile name,,-,-,False,-,AwsApiCall,True,179704931439,Management,[{'imageId': 'ami-029eb80bc237bec6f', 'minCount': 1, 'maxCount': 1}],t3.micro,False,False,False,152DEDE7-4612-42D0-9A12-BA929E5662BA,[{'networkInterfaceId': 'eni-0a3e742c6cd83a5a7', 'deviceIndex': 0, 'deleteOnTermination': False}],stratus-red-team-ec2-steal-credentials-instance,False,[{'resourceType': 'instance', 'tags': [{'key': 'StratusRedTeam', 'value': 'true'}]}],unlimited,False,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
1.08,2023-07-06,21:01:13,"ec2.amazonaws.com,AssociateRouteTable,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,nan,nan,9ee1721c-6e2e-418c-926c-d6069c1581ac,rtbassoc-044e70defaad393ed,associated,-,-,False,-,AwsApiCall,True,179704931439,Management,rtb-04267d21463b7eb92,subnet-04bda1b4a4394314d,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
1.08,2023-07-06,21:01:13,"ec2.amazonaws.com,CreateRoute,-,198.102.159.146,APN/1.0 HashiCorp/1.0 Terraform/1.1.2 (+https://www.terraform.io) terraform-provider-aws/3.76.1 (+https://registry.terraform.io/providers/hashicorp/aws) aws-sdk-go/1.44.157 (go1.19.3; windows; amd64) stratus-red-team_5539f2e5-5c36-4801-83ed-3a30be7ffc38 HashiCorp-terraform-exec/0.17.3,nan,nan,22f7f7c0-86db-48e0-a6b4-f1650f43b1a8,True,-,-,False,-,AwsApiCall,True,179704931439,Management,rtb-0c44012438baad38e,0.0.0.0/0,igw-0c10d15c18856a0b7,-,nan,IAMUser,AIDASTVZ7URXQQI3FNCKT,arn:aws:iam::179704931439:user/mprerana,179704931439,AKIASTVZ7URXXSGSJ373,mprerana,-,TLSv1.2,ECDHE-RSA-AES128-GCM-SHA256,ec2.us-east-1.amazonaws.com"
