Bucket Owner,Bucket,Time,Remote IP,Requester,Request ID,Operation,Key,Request-URI,HTTP status,Error Code,Bytes Sent,Object Size,Total Time,Turn-Around Time,Referer,User-Agent,Version Id,Host Id,Signature Version,Cipher Suite,Authentication Type,Host Header,TLS version,Access Point ARN,aclRequired,fake
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:21:09+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,ZM7CMZG5F318B5XA,REST.DELETE.OBJECT,user.passwd,"DELETE,/jeehyun-main.link/user.passwd,HTTP/1.1",204,-,-,0,39,-,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,+qP6+jGD7qUc/Yt/c9Y3/VYvGwnFlpfkllTwaVNjPZwi+BmZoc51J3PGLqd8GtXz2vMbNJfO1TM=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
b344fadcff6fe266163f3de3e1b3979e6d5938054fef6809556a6057717cdc71,jeehyun-main.link,[20/May/2023:19:19:49+0000],72.198.67.233,arn:aws:iam::179704931439:user/dhwlgus3456,JTJP65KENM8BYSXE,REST.PUT.OBJECT,password.txt,"PUT,/jeehyun-main.link/password.txt,HTTP/1.1",200,-,-,0,46,15,-,"aws-cli/1.22.34,Python/3.10.6,Linux/5.15.0-60-generic,botocore/1.29.129",-,79bMyOyk8x9kvyNNih1WTtIs5qsmaKPYFzTqDdjaEopubT70C6VVxeDWX8ROUePy5Io9FVodx1Y=,SigV4,ECDHE-RSA-AES128-GCM-SHA256,AuthHeader,s3.amazonaws.com,TLSv1.2,-,-,1
